Project Code Sap,Title,IATI Identifier,Other IATI Identifier,Commitment Amount,Country,Source,Sector,DAC Sector Code,Start Date,Actual Start Date,End Date,Actual End Date,Status Code,Status,Last Update,Year,Task Manager Name,TaskManager_Email
P-ET-DB0-008,Ethiopia – Alemgena - Butajira Road Upgrading Project,46002-P-ET-DB0-008,,17851507.72,Ethiopia,,Transport,21023,06/17/1998,07/21/1998,12/15/2005,12/15/2005,3,Completion,02/29/2024,1998,AJIJO Micah  Olaseni,
African Development Bank Group,,,,,,,,,,,,,,,,,,
